"Index","Date","DOY","Time","VPD","PAR","HCOS1","HCON1","HCON2","HCIS9","HCON3","HCOS4","HCON5","HCOS6","HCON6","HCOS7","HCON8","HCOS8","HCIN8","HCON9","HCOS2","HCON4","LOON10","LOOS10","LOIN10","LOIS10","LOON11","LOOS11","LOON17","LOOS17","LOON15","LOOS15","LOON14","LOOS14","LOON12","LOOS12","LOON16","LOON13"
1,2017-07-01,182,0,4.44e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2017-07-01,182,15,0,0,0,0.0887087154351478,0,0.000259819071899957,0.00680845123045404,0,0,0.00632290380141504,0,0,0.114830894774285,0,0.0219645412589214,7.76789806145475e-05,0,0,6.72931459817664e-05,0,0,0,0.0224195206935837,0,0,0,0.0364184958641655,0,0,0.00994737426331118,0.0617353569297564,0.287081532245828,6.94666332381364e-05,0
3,2017-07-01,182,30,0,0,0,0.130868812264626,0,0.000611362291067021,0,0,0,0.00569800640806441,0,0,0,0,0.0319919934104482,0.0287698084866724,0.0116885863833549,0,0.000157725781235097,0,0,0.013405494711269,0.0526259469153329,0,0,0.00339107876342053,0.0854812365807534,0,0,0.0233491401586763,0.144907020229604,0.0103523503658533,0.000163524079966067,0.0134156039494563
4,2017-07-01,182,45,0,0,0,0.0206601669871035,0,0.00100626875767589,0,0,0,0,0,0,0,0,0.183966241455482,0.000299706432057289,0,0,0.00690063022615508,0,0,0.134886214027789,0,0,0,0,0.0965573667468658,0,0,0.0154535877967343,0,0.330201900877346,0.00026873174423272,0.0414443914081937
5,2017-07-01,182,100,0,0,0,0,0,0.00143347449168914,0,0,0,0,0,0,0,0,0.190029314567634,0.0352412475942284,0,0,0,0,0,0.0740888435851051,0,0,0,0,0,0,0,0,0,0.256248358990468,0.000382474307896154,0.073916564185405
6,2017-07-01,182,115,4.44e-16,0,0,0,0,0.0018866736805773,0,0,0,0,0,0,0,0,0.232405593670728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18612987599346,0.000503023738922893,0
7,2017-07-01,182,130,-4.44e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20232629503352,0,0,0,0,0,0,0.0134259807068419,0,0,0,0,0,0,0,0,0,0.120713986558807,0,0
8,2017-07-01,182,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155759029273909,0,0,0,0,0,0,0.00571976379092686,0,0,0,0,0,0,0,0,0,0.0615299301943308,0,0
9,2017-07-01,182,200,0,0,0,0,0,0,0,0,0,0,0,0.0152045293276661,0,0,0.170288199497693,0,0,0,0,0,1.74785809280496,0.074202515846526,0,0,0,0,0,0,0,0,0,0.0123437363166263,0.000897780549403484,0
10,2017-07-01,182,215,0,0,0,0,0,0,0,0,0,0,0,0.0175878991043871,0,0,0.212051039875719,0,0,0,0,0,2.03588314657755,0.0629528232331837,0,0,0,0,0,0,0,0,0,0.137796704424207,0.00103909495330107,0
