Index,Date,DOY,Time,VPD,PAR,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LBON10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
1,4/1/2017,91,0,0.30154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4/1/2017,91,15,0.32023,0,0.0019747,0.0010252,0,0.00010957,0.0088581,0.00048798,0.002442,0,0.00018925,0.0035727,0,0.00017607,0.0005411,0.00039357,0,0.0017794,0,0.013071,0,0,0,0.0002734,0,0,0.0058011,0.0014216,0,0.0011841,0.00037814,0.00012503,0,0.00012112
3,4/1/2017,91,30,0.36292,0,0.0060179,0.00074998,0,8.64E-05,0.0099035,0.00080311,0.0040316,0,0,0.0063027,0.00083029,4.79E-05,0.00071922,0.00061633,0,0.0050501,0,0.045096,0,0,0,0.00054689,0,0,0.021597,0.0061087,0.00063752,0.0048122,0.00058495,0.0019601,0,0.00024223
4,4/1/2017,91,45,0.40938,0,0.014273,0.0014042,0.0020586,0.00059421,0.018607,0.0025028,0.015222,0.0040616,0.00056697,0.015182,0.005336,0.00052805,0.00089721,0.0063286,0,0.012098,0.0067347,0.068597,0.0010298,0.0059817,0,0.0041317,0,0,0.048719,0.016609,0.0076552,0.012255,0.0049201,0.0048324,0,0.0058892
5,4/1/2017,91,100,0.41758,0,0.020338,0.0046736,0.0031738,0.0035008,0.026492,0.0085712,0.01773,0.0088024,0.0091339,0.024217,0.0093724,0.0011606,0.0039852,0.012623,0.00086626,0.018477,0.019665,0.0954,0.008953,0.021993,0.0051045,0.0090816,0,0.0013379,0.067702,0.029097,0.019286,0.024014,0.0099868,0.010844,0.0088713,0.010103
6,4/1/2017,91,115,0.42603,0,0.020837,0.0045833,0.006225,0.0066916,0.029166,0.012054,0.017059,0.0092031,0.016404,0.028261,0.014291,0.0040853,0.0078232,0.017051,0.0032702,0.022618,0.030432,0.11485,0.017517,0.035031,0.0087981,0.013402,0.014349,0.0060764,0.069334,0.034767,0.02711,0.032408,0.012466,0.015691,0.012672,0.016994
7,4/1/2017,91,130,0.44642,0,0.027953,0.008438,0.0096826,0.0077425,0.039323,0.019121,0.027083,0.015787,0.026911,0.035994,0.021669,0.0096497,0.012427,0.024894,0.0088312,0.029644,0.043947,0.11116,0.026225,0.052751,0.016276,0.021698,0.018493,0.01185,0.077341,0.046753,0.035799,0.042855,0.018842,0.022713,0.014304,0.019584
8,4/1/2017,91,145,0.46522,0,0.030814,0.0062769,0.01029,0.008121,0.044856,0.02123,0.029642,0.020964,0.033919,0.043532,0.021489,0.01091,0.013344,0.027979,0.018879,0.034395,0.051471,0.21125,0.025179,0.057657,0.021577,0.030304,0.061353,0.015846,0.09243,0.053842,0.041402,0.047278,0.02047,0.028203,0.014684,0.019707
9,4/1/2017,91,200,0.44686,0,0.031123,0.0058108,0.010768,0.0080955,0.045455,0.022266,0.027869,0.015777,0.033599,0.046008,0.020791,0.011241,0.01389,0.029636,0.01191,0.038923,0.047332,0.37519,0.015815,0.044101,0.020052,0.031641,0.016279,0.013853,0.10297,0.057247,0.037584,0.049776,0.021211,0.028142,0.014751,0.01983
10,4/1/2017,91,215,0.43582,0,0.027897,0.0068466,0.012028,0.0086088,0.045724,0.022223,0.026642,0.01308,0.031079,0.044283,0.017517,0.010642,0.013323,0.025908,0.0065289,0.036597,0.04775,0.29897,0.014449,0.04441,0.017018,0.031052,0.013896,0.013693,0.10087,0.052857,0.035664,0.046789,0.021062,0.026286,0.014818,0.020144
11,4/1/2017,91,230,0.414,0,0.027227,0.009582,0.0146,0.0088527,0.044671,0.02272,0.022381,0.010237,0.031982,0.044426,0.015289,0.010973,0.0083369,0.022566,0.0089596,0.032713,0.053301,0.21078,0.019624,0.054786,0.016825,0.031164,0.022213,0.023083,0.097458,0.050974,0.041449,0.048398,0.021091,0.031263,0.014885,0.024281
