Date,DOY,Interval,VPD,LCON1,LCOS1,LCIN1,LCIS1,LCOS2,LCON2,LCON3,LCON4,LCOS4,LCON5,LCON6,LCOS6,LCON7,LCON8,LCOS8,LCON9,HOON10,HOOS10,HOIN10,HOIS10,HOON11,HOOS11,HOON12,HOOS12,HOON13,HOON14,HOOS14,HOON15,HOOS16,HOON16,HOOS17,HOON17
8/1/2017,213,24hr,42.736072,463.2918939,2108.067792,1243.511297,686.948634,2083.727168,2163.208672,1340.915159,1749.555328,1722.94064,959.8811161,1817.226364,2407.165564,1421.822726,652.0737061,1746.847974,1382.615502,1386.504436,3237.012639,757.3797961,657.0848638,884.0638163,1048.355164,1345.441616,977.6423933,1673.03237,1432.687624,1584.688026,1706.609243,1817.186726,1844.251335,2465.63561,984.3460687
8/2/2017,214,24hr,55.279722,581.2111524,2597.770915,1495.381503,776.7796577,2452.668491,2622.22213,1520.975063,2131.671539,1892.449565,1106.067412,2105.858551,2834.353163,1702.546324,753.3921633,1880.304556,1655.239043,1510.585432,3580.230925,803.0886063,684.0202529,859.0559855,1059.371208,1381.26066,1022.178447,1882.722109,1600.847618,1774.606807,1952.523897,1995.071827,2068.006707,2672.422502,1066.121688
8/3/2017,215,24hr,71.196421,734.6585961,3264.408009,1849.765285,886.0087259,3012.861885,3184.842003,1719.632467,2682.20389,2125.738367,1260.991418,2549.445855,3372.280422,2199.171425,888.740869,1979.31926,2058.084874,1734.945006,4533.45197,973.4846546,807.1888294,984.6464932,1245.715084,1479.843828,1114.731281,2394.224963,1865.776219,2205.359608,2977.063293,2325.256384,2495.140025,3200.036252,1242.291493
8/4/2017,216,24hr,78.38401,608.9857832,2999.817065,1643.990346,764.7688582,2707.457729,3325.632113,1572.681889,2594.333209,2053.797811,1217.131316,2453.519278,3270.31634,2077.400673,882.9477231,1895.080058,1978.040632,1613.554371,4162.697059,912.5198596,752.4559866,934.856098,1181.350898,1390.14032,1070.625493,2323.767428,1729.494127,2007.85744,2603.142564,2242.013426,2390.13034,2928.521505,1151.12413
8/5/2017,217,24hr,94.916855,962.8549646,3491.922308,2052.187002,1145.443009,3361.580572,4247.09749,2077.550753,2494.248101,2235.632322,1186.498157,2462.241454,3232.597386,1570.052178,852.8608209,2064.009307,1964.269565,1720.661363,4100.723732,895.0654307,750.6067765,932.5512178,1171.908188,1447.10934,1083.601992,2101.410043,1758.320954,1964.020125,2554.915261,2241.043224,2382.350577,2949.032819,1214.38419
8/6/2017,218,24hr,68.2411675,694.037447,2803.709001,1710.747292,910.9064249,2832.881478,2760.669242,1739.062391,2492.454269,2207.904524,1193.986307,2442.519099,3239.625921,1699.751431,855.9184007,1957.6286,1984.500951,1779.452761,4518.926341,983.4773186,824.4526825,954.6731748,1219.143936,1476.284688,1078.639054,2309.538172,1808.996233,2161.280574,2695.480027,2470.882163,2683.87254,3179.037324,1228.886199
8/7/2017,219,24hr,8.333,212.1541261,770.000255,467.0732668,271.2621062,881.5191922,799.1240638,491.234801,608.6441824,686.6085847,350.0796636,625.5227665,811.0526266,623.7832017,295.1706318,765.4178693,556.94132,658.0307935,1347.318498,306.4971906,277.1605935,339.7393224,381.8432022,625.7846345,389.1889068,720.893693,594.3863227,650.2524046,1514.986369,989.9050686,772.2191212,980.9264175,391.4016312
8/8/2017,220,24hr,12.210441,187.5210584,861.4421676,467.2692975,326.9173672,1033.656188,918.5121716,557.0021427,612.3950188,827.2465237,359.0082229,689.099419,870.5296336,638.3468903,275.3222756,1008.171305,490.4071813,909.2292817,1337.641754,346.4916694,277.1174443,489.076696,552.5868766,935.589726,672.7061837,703.9085575,765.4279517,775.3714835,753.1767029,886.9593167,832.350405,1173.594576,629.5579779
8/9/2017,221,24hr,45.131264,597.557048,2372.951752,1296.23892,804.3388522,2481.528691,2222.955942,1466.359839,1903.641238,1826.855293,975.0664929,1921.554881,2409.57944,2064.883155,783.0111579,1843.017897,1519.182491,1882.052433,3734.415891,855.5016287,691.1206653,972.7937276,1156.02102,1625.887345,1249.262262,1849.457177,1797.771449,2015.484799,1919.442252,2129.458122,2146.21893,2620.67239,1253.13102
8/10/2017,222,24hr,32.998188,397.9430784,1902.12634,1062.530124,635.5375591,1977.609711,1881.959966,1219.154997,1539.805842,1589.090104,836.6337084,1506.900018,2012.163557,1573.320174,579.049633,1595.151525,1191.141979,1569.093488,3076.199977,754.4663162,629.4143637,811.3132246,965.2131385,1405.165447,1036.623696,1546.545893,1355.041909,1611.758911,1538.504076,1751.318936,1744.860129,2230.823309,974.4437163
