Date,DOY,Interval,VPD,LCON1,LCOS1,LCIN1,LCIS1,LCOS2,LCON2,LCON3,LCON4,LCOS4,LCON5,LCON6,LCOS6,LCON7,LCON8,LCOS8,LCON9,HOON10,HOOS10,HOIN10,HOIS10,HOON11,HOOS11,HOON12,HOOS12,HOON13,HOON14,HOOS14,HOON15,HOOS16,HOON16,HOOS17,HOON17
6/1/2017,152,24hr,74.981027,709.5669017,2583.966535,1427.591295,947.4355332,3321.089602,3128.855947,1764.541523,1976.881245,2900.443387,1323.19415,1991.045454,2540.611515,2909.690541,762.6866245,3917.580266,1567.836963,2775.819131,4050.344604,1212.247612,826.0412938,1135.375822,1511.479276,1555.737672,1467.574344,2329.856298,1870.533687,2809.223492,2488.224542,2346.045892,2224.11954,3295.249411,1436.999259
6/2/2017,153,24hr,91.6940487,763.4582249,2749.576965,1550.238794,914.7291222,3761.545578,3536.722013,1868.73273,2301.639197,3219.203318,1527.606741,2321.81267,2908.494116,3242.38511,904.1850613,4544.201938,1857.317587,3109.30479,4762.99606,1370.823326,977.9865022,1317.444378,1634.27966,1735.440858,1604.805812,2563.471738,2094.120735,3016.307678,2940.375286,2650.051527,2435.406372,3658.388099,1528.706897
6/3/2017,154,24hr,94.087924,968.0139284,3398.230969,2016.580074,1212.762971,4548.300124,4321.512906,2286.508316,2495.831281,3377.418021,1614.747788,2406.308465,3080.365483,3657.416416,914.1856808,4643.046163,2028.608579,3251.970026,5484.636017,1503.449653,1125.799672,1381.81933,1698.396229,1729.3015,1573.509248,2806.885682,2187.395111,3285.544481,3528.353141,2777.307463,2594.245024,3965.04948,1559.091141
6/4/2017,155,24hr,45.978394,754.9870956,2722.998186,1680.336468,1134.712106,3466.646955,3248.709997,2029.181396,1679.83239,2343.810616,1170.673202,1695.867154,2184.678071,2486.308345,646.1575399,3268.921504,1350.117253,2450.466337,3634.515781,1065.122299,767.8765085,1013.041014,1249.17103,1344.804638,1297.477229,2040.327971,1555.026262,2245.223692,1832.551102,1971.786515,1855.42636,2738.983096,1127.280173
6/5/2017,156,24hr,9.191109,41.78163889,496.9322429,249.9524025,191.8781385,663.1494161,594.6134603,402.4974822,387.8682265,666.9386658,354.4683144,435.3644156,586.9088936,462.4705122,169.1187431,1171.955246,308.8583151,727.5342979,694.4192549,266.3754506,178.2754606,327.8901545,385.4686978,595.7201655,567.5074298,458.5002242,503.9923859,521.7032676,862.1844988,599.1989198,548.33031,720.4136451,408.5721464
6/6/2017,157,24hr,85.80676,625.8246525,2331.292346,1160.310724,761.42778,2949.79331,2811.488773,1576.260633,1901.01499,2864.597404,1297.076918,1956.476589,2504.698583,2582.229865,790.9913058,4004.154521,1522.047816,2616.436739,3609.179896,1101.798106,826.2300075,1158.49817,1378.395567,1636.291318,1439.551969,1969.353055,1956.335556,2464.429416,1481.917065,2240.226306,2167.518504,3011.468103,1488.495843
6/7/2017,158,24hr,70.79616,618.4504978,2310.329515,1237.819858,899.9676301,2996.497581,2860.662337,1789.471974,1756.70719,2716.278148,1251.932073,1926.719183,2473.386004,2274.796581,777.918442,4201.417009,1364.604486,2644.582181,3452.229622,1068.052459,799.6222431,1148.184733,1417.058455,1780.553506,1611.739026,1994.670045,1786.359132,2339.139251,1552.14726,2210.30748,2094.395868,3002.734603,1432.782099
6/8/2017,159,24hr,47.517702,623.077575,2348.870467,1431.465695,1149.742629,3083.460074,3043.637985,1913.262261,1278.867506,2053.518705,942.0247056,1442.143667,1921.985563,1620.6665,553.3605338,3565.743604,1075.282989,2017.107149,2928.340475,866.7780358,658.5078618,943.9154319,1153.866808,1417.215503,1310.843381,1518.166265,1320.721477,1817.749244,1517.567383,1819.82649,1626.59083,2462.918477,1148.171754
6/9/2017,160,24hr,69.37009,644.7957837,2379.189802,1201.537505,696.2598728,3264.73329,3070.128506,1555.845722,1876.848333,2782.54959,1256.331799,1976.949041,2543.050099,2613.770706,713.526846,3935.671637,1558.127623,2801.96946,4295.198387,1073.913282,824.3171909,1149.775485,1398.02085,1550.808074,1388.509492,2236.964621,1810.128006,2558.716205,2321.531649,2330.2395,2142.875572,3273.607473,1346.44673
6/10/2017,161,24hr,81.957761,881.1766835,3117.266515,1701.715251,927.7488132,4076.467849,3762.488187,1906.119876,2548.938861,3370.698597,1645.15194,2476.601637,3170.314779,3379.520601,996.9525687,4449.632038,2068.955606,3327.538872,5128.857941,1400.972532,1054.072455,1364.890898,1673.926076,1704.093391,1548.728502,2858.602297,2189.625555,3067.737819,3244.499902,2749.50367,2572.993162,3758.282798,1379.646051
6/11/2017,162,24hr,75.418582,749.5482097,2875.957849,1602.26303,893.1900406,3517.345628,3502.705505,1860.108472,2360.065175,3184.813507,1534.877086,2339.20442,2991.322787,2936.872671,945.0652714,4330.783081,1861.326343,3171.9729,4621.99223,1285.195862,982.5895434,1350.946265,1614.02609,1694.09769,1559.844586,2622.471045,2122.434669,2689.55584,3135.454292,2514.745332,2363.116313,3431.896605,1327.653108
6/12/2017,163,24hr,53.802174,513.2577467,2348.776601,1289.960327,765.8666799,2718.488418,2835.019317,1603.643393,1886.272706,2676.279417,1305.643526,1959.694437,2562.772968,2354.831352,803.365795,3848.415671,1511.313874,2605.803655,3592.333683,1042.969201,848.3752711,1181.701438,1407.450537,1541.942939,1465.53486,2113.06028,1837.412193,2248.232515,3396.210199,2223.648358,2087.560035,2882.990678,1258.496275
6/13/2017,164,24hr,41.443446,544.3274573,1788.397443,944.163235,587.3444935,2098.381366,2305.024486,1245.892571,1416.174986,2113.9966,1023.590676,1617.889331,2078.347244,1765.030199,638.2118738,3151.731485,1133.916021,2178.905545,2585.454576,771.0116674,608.9729313,971.7778972,1133.891359,1442.436121,1306.378009,1586.945472,1568.739825,1759.858755,2731.293617,1747.696591,1666.519659,2344.819954,1129.968648
6/14/2017,165,24hr,60.250442,586.8683878,2629.006303,1372.531939,795.9618766,3027.365457,2980.121769,1598.58906,2153.172327,2954.514469,1412.364837,2157.533474,2837.830159,2752.339131,881.5371249,4221.153505,1691.155877,2881.713138,4043.595904,1122.919421,895.8149751,1181.350844,1416.691456,1731.359269,1472.577132,2166.281225,1999.937195,2486.436689,1451.883415,2423.105855,2214.265171,3057.064107,1306.122089
6/15/2017,166,24hr,30.926736,428.5276039,1832.650678,940.3589203,580.3964202,2074.943839,2139.718455,1169.712352,1372.861782,2117.926178,974.4786489,1489.561045,1912.733731,1717.610281,564.6656236,2872.214861,1100.866134,2152.294648,2639.551135,773.1736723,621.54728,886.7240359,1042.345884,1294.715329,1113.866414,1538.615543,1374.988399,1776.959112,1957.026792,1789.892255,1615.697253,2202.403148,1006.936383
6/16/2017,167,24hr,22.690349,305.6622632,1251.086705,610.649517,376.3252935,1357.243483,1468.759173,762.4812939,904.9122212,1476.216796,696.5025672,1042.332856,1259.071829,1052.783733,392.0709718,2247.739708,783.3247214,1514.802089,1568.075543,488.5291705,392.2445928,638.1666887,744.5617441,1022.636122,780.4844007,983.9723703,976.5330897,1097.043725,1864.87907,1188.836689,1188.693127,1476.320225,803.0790187
