Date,DOY,Interval,VPD,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LBON10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
8/1/2017,213,24hr,42.736072,2344.02973,1057.71242,838.410755,574.924017,2313.081495,2035.913464,2517.550302,1432.498575,1548.856281,1451.41851,1992.038143,2316.752831,1770.495697,3209.737324,1953.875919,1072.545227,1649.396827,2746.390703,906.1807544,912.0926348,731.1773928,1361.360788,2689.386507,1291.952522,2934.89555,2444.732278,1640.962048,2076.70902,1155.370212,1589.584302,1700.560079,1872.88692
8/2/2017,214,24hr,55.279722,2458.275967,1042.210497,964.0530369,610.9266225,2816.005342,2445.750347,2913.454273,1594.348216,1572.629641,1734.681674,1986.018739,2569.505273,1877.009903,3617.182912,2213.801029,1193.405351,1901.004962,3309.965957,745.1049492,1019.777146,954.1458448,1737.478146,3084.285028,1491.175489,3581.073642,3152.550073,1915.24323,2574.727051,1384.710323,1932.45621,1943.357508,2289.47835
8/3/2017,215,24hr,71.196421,2863.30429,1318.842721,1211.87081,757.501297,3599.156906,3088.991617,3555.578096,1877.647777,1679.775106,2369.395275,2294.249642,3084.581432,2131.826187,4414.74924,2644.482976,1409.321406,2320.830029,4246.861783,1262.943659,1161.885573,1206.787889,2250.3947,3845.539289,1819.43942,4684.2262,4134.169196,2247.483512,3285.655441,1730.983453,2343.958189,2330.020476,2830.167117
8/4/2017,216,24hr,78.38401,2782.743329,1255.518089,1127.562218,701.3415699,3702.572824,3038.897281,3612.734929,1848.848349,1619.852207,2465.864482,2141.378691,3060.317484,2029.635701,4373.595107,2571.962454,1416.18154,2258.050396,4099.226462,1047.007515,1165.075229,1293.271594,2303.429046,3816.333102,1746.937054,4775.480606,4250.666601,2248.984419,3288.468236,1684.121297,2300.10944,2210.87727,2803.399287
8/5/2017,217,24hr,94.916855,2814.977692,1363.111083,1062.800949,710.2690152,3164.298356,2686.573009,3222.889027,1761.979568,1772.055111,1910.014749,2360.325894,3072.280438,2014.529363,4050.835817,2489.79935,1335.865358,2183.975182,3908.444477,1231.464216,1216.071717,1171.087485,2125.689114,3612.29762,1756.27404,3929.026562,3763.170771,2297.180508,2922.193038,1538.304963,2224.052851,2211.411818,2538.065822
8/6/2017,218,24hr,68.2411675,2972.832172,1289.438484,1177.128038,729.9703788,3257.754732,2825.718008,3404.508128,1824.621911,1779.121938,2049.477908,2363.134073,3187.742641,1981.500995,4171.691517,2503.886854,1429.073758,2108.3875,3783.946487,1147.321558,1151.439744,1153.34444,2154.142536,3762.470908,1818.128089,4187.111967,3750.20986,2220.908949,2871.536148,1633.77039,2195.48151,2137.711563,2742.452376
8/7/2017,219,24hr,8.333,1165.06945,330.5353157,446.1361469,218.8667925,855.1682167,754.2522352,937.8009077,649.6475046,668.1502359,424.5996364,908.8514102,944.4653725,693.9561273,1193.903886,628.1407042,345.7308434,716.5333918,1006.393546,424.1666685,395.4565678,252.0101531,618.5772217,998.3499237,478.8543784,1302.565228,825.5025711,670.7363132,747.2549521,650.5775183,632.3741216,630.1771212,724.0634749
8/8/2017,220,24hr,12.210441,1426.241415,685.1156101,392.5805455,298.1240513,967.4065884,878.5284239,1211.166032,701.6639567,1039.595131,651.4664886,1468.462325,1238.819753,1042.621857,1453.60549,855.1441222,543.4794755,839.9019668,1278.932319,665.7970799,573.8472135,294.6403759,551.2807968,1148.047298,586.5740905,1148.808317,506.419371,865.8450493,880.8058958,664.716009,654.0897782,829.256189,835.4379858
8/9/2017,221,24hr,45.131264,2749.269128,1235.353342,960.1642819,615.3306841,2659.831457,2378.311431,2951.125001,1470.60218,1653.004506,1755.279651,2612.373933,2802.892307,1908.867535,3538.59877,2074.174859,1382.818768,1597.59313,3164.28049,1116.110349,1038.265409,943.1164466,1694.465699,2692.820641,1420.588975,3301.295926,2795.703239,1930.245081,2322.497307,1340.091458,1725.595969,1826.74426,2409.445867
8/10/2017,222,24hr,32.998188,2319.981337,985.2167269,836.173277,505.2087042,2253.324702,1940.712283,2541.328061,1225.255244,1245.991826,1627.283453,2156.900415,2503.971288,1602.998651,3063.304124,1661.389094,1072.739558,1355.636368,2490.827404,873.979734,811.398261,697.7104005,1300.230423,2323.112569,1182.18542,2935.206732,2282.591276,1609.014946,1867.151781,1102.030224,1348.466932,1415.657987,1869.714113
8/11/2017,223,24hr,24.96775,1663.507711,593.6660395,559.2081494,364.4754717,1689.027313,1563.79532,1771.325303,941.7949658,995.1011004,1019.966434,1439.61908,1729.529066,1177.60776,2244.033463,1250.379883,940.1940987,1020.71622,2066.0085,752.1115543,677.5566297,634.292624,1102.091164,1840.661422,903.6083064,2158.539277,1880.979734,1242.613215,1552.634239,916.0308477,1051.079581,1081.776658,1433.451095
8/12/2017,224,24hr,9.79798,1817.17726,1156.497339,447.6508737,330.8832851,1200.0431,1109.434092,1480.946224,894.8451306,1076.942662,766.9436008,1546.929228,1387.823626,1110.266186,1658.017439,925.8848737,919.9895519,929.056187,1641.916473,738.4591143,619.6859629,383.6338097,713.5365006,1629.010345,757.9700381,1576.177004,1431.616967,1074.185162,1153.530525,629.5667177,807.914178,968.2893633,1114.279756
