Index,Date,DOY,Time,VPD,PAR,LCON1,LCOS1,LCIN1,LCIS1,LCOS2,LCON2,LCON3,LCON4,LCOS4,LCON5,LCON6,LCOS6,LCON7,LCON8,LCOS8,LCON9,HOON10,HOOS10,HOIN10,HOIS10,HOON11,HOOS11,HOON12,HOOS12,HOON13,HOON14,HOOS14,HOON15,HOOS16,HOON16,HOOS17,HOON17
1,7/1/2017,182,0,4.44E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7/1/2017,182,15,0,0,0,0,0,0,0,0,0,0,0,0.001155504,0,0.008632746,0.008527548,0.017515428,0.001592086,0,0,0.063411855,0,0,0.006104838,0,0.010096236,0.014757178,0.060084984,0,7.44E-05,0.802901568,0.028028676,0,0.005462634,0.02562306
3,7/1/2017,182,30,0,0,0,0,0,0,0.012089639,0.048446103,0,0,0,0,0.016295728,0.020263326,0.020016683,0.014351415,0.022733109,0,0,0.053345487,0,0,0,0,0,0.066894082,0.055327516,0,0.000174058,0,0.040925552,0,0.023671626,0.041961157
4,7/1/2017,182,45,0,0,0,0,0,0,0.022498647,0.029786235,0,0,0,0,0.002538555,0.033378653,0.017854199,0.021056127,0.02599305,0,0,0,0,0,0,0,0.022404873,0.084687293,0,0.04385063,0,1.813906481,0,0,0.032808191,0.099424302
5,7/1/2017,182,100,0,0,0,0,0,0,0,0,0,0,0,0,0.022566973,0,0,0.045290403,0,0,0,0,0,0,0.075863628,0,0.002907538,0.067560093,0,0,0,0.494258005,0,0,0,0.187817915
6,7/1/2017,182,115,4.44E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047388658,0,0,0,0,0,0,0.012128786,0,0,0,0,0,0,0.252039127,0,0,0,0.179302693
7,7/1/2017,182,130,-4.44E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043528554,0,0,0,0,0,0,0.012733576,0,0,0,0,0,0,0,0,0,0,0.186421916
8,7/1/2017,182,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039734954,0,0,0,0,0,0,0.035937763,0,0,0,0,0.195253448,0,0,0,0,0,0.170168199
9,7/1/2017,182,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036004994,0,0,0,0,0,0,0.041661484,0,0.055838169,0,0,0.22236029,0,0,0,0,0,0.15420099
10,7/1/2017,182,215,0,0,0,0,0,0.010847433,0,0,0,0,0,0,0.014228381,0,0,0.032349389,0,0,0,0,0,0,0.032566069,0,0.010118689,0,0,0.018701438,0,0,0,0,0,0.138538512
11,7/1/2017,182,230,0,0,0,0,0,0.005856098,0,0,0,0,0,0,0.012653269,0,0,0.028766739,0,0,0,0,0,0,0.023925228,0,0.065411751,0,0,0.220905726,0,0,0,0,0,0.123201903
12,7/1/2017,182,245,0,0,0,0,0,0.001608152,0,0,0,0,0,0,0.011113919,0,0,0.025269049,0,0,0,0,0,0,0.015841627,0,0.057455762,0,0,0.131873065,0,0,0,0,0,0.108216012
13,7/1/2017,182,300,0,0,0,0,0,0,0,0,0,0,0,0,0.009613903,0,0,0.021857194,0,0,0,0,0,0,0.008484316,0,0.021149976,0,0,0.00217183,0,0,0,0,0,0.093610539
14,7/1/2017,182,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018544124,0,0,0,0,0,0,0.002242558,0,0.010129793,0,0,0.075160856,0,0,0,0,0,0.079421703
15,7/1/2017,182,330,0,0,0,0,0,0,0,0,0,0,0,0.00464173,0,0,0,0.015338921,0,0,0,0,0,0,0,0,0.034878037,0,0,0.091172503,0,0,0,0,0,0.065691229
16,7/1/2017,182,345,-4.44E-16,0,0,0,0,0,0,0,0,0,0,0.006555646,0,0,0,0.012255265,0,0,0,0,0,0,0,0,0.027866848,0,0,0,0,0,0,0,0,0.052485009
17,7/1/2017,182,400,0,0,0,0,0,0,0,0,0,0,0,0.025605037,0.048442718,0,0,0.009311646,0,0,0,0,0,0,0.053155956,0,0.02117345,0,0,0.089881997,0,0.17167793,0,0,0,0.039878521
18,7/1/2017,182,415,0,0,0,0,0,0,0,0,0,0,0,0.003495584,0.024844268,0,0,0.006534719,0,0,0,0,0,0,0.053970105,0,0.014859084,0,0,0.005904869,0,3.843070107,0,0,0,0.027985912
19,7/1/2017,182,430,0,0,0,0,0,0,0,0,0,0,0,0,0.001744828,0,0,0.003966967,0,0,0,0,0,0,0.034363116,0,0.009020356,0.002717239,0,0,0,2.660451788,0,0,0,0.016989407
20,7/1/2017,182,445,0,0,0,0,0,0.003453257,0.054322699,0,0,0,0,0.000904192,0.003917282,0,0,0.001690015,0,0,0,0,0,0,0.016731693,0.006128026,0.003842871,0.004887751,0,0.001527772,0,0.71648973,0,0,0,0.007237981
21,7/1/2017,182,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523204456,0,0.009297239,0,0
