Index,Date,DOY,Time,VPD,PAR,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LBON10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
1,5/1/2017,121,0,0.29039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2,5/1/2017,121,15,0.34631,0,0.04184585,0,0.005201741,0.001377549,0.227589749,0.439163882,0.080962269,0,0.535612582,0.172545437,0.17910364,0.11787154,0.003066689,0.219808112,0.260206047,0.01235893,0.562788966,NA,0.855566058,NA,0.067228733,0.154659674,2.518103303,0.050045516,2.328912554,0.369212233,0.62006439,0.879184501,0.206224563,0.185254273,0.377296899,0.588915335
3,5/1/2017,121,30,0.35497,0,0.248436417,0,0.012210028,0.000774529,0.911076856,1.419913175,0.407093875,0.044126575,1.51351407,0.391879143,0.741207386,0.486261101,0.22507604,0.901457494,1.032350228,0.109473108,2.088513024,NA,2.360812346,NA,0.349877196,0.932495195,6.985185578,0.52368068,4.30628731,1.97094559,2.122041388,2.47001577,0.881109513,0.89624527,0.967170597,0.958390606
4,5/1/2017,121,45,0.3122,0,0.263914455,0,0.031791677,0.000253488,1.195473132,2.082340483,0.651399705,0.104488584,2.350497359,0.436145091,0.944775961,0.580002053,0.362636912,1.355108523,1.596986864,0.29712182,2.145391356,NA,2.037385302,NA,0.427010417,1.371636682,4.363958894,0.698628164,2.188012088,2.268145639,2.182546208,1.698692435,1.074886846,0.996107118,0.768184111,0.466972583
5,5/1/2017,121,100,0.26205,0,0.279564805,0,0.032682371,0,0.683688079,1.31757095,0.594438077,0.048537525,2.250948608,0.248059204,0.813177133,0.589997463,0.748160892,1.387312776,1.260984743,0.122186263,1.604165623,NA,0.995390714,NA,0.097710747,0.736070782,2.15642861,0.443212096,1.961923959,1.178074009,1.124578709,0.89624527,0.601816728,0.410448044,0.563647303,0.25724829
6,5/1/2017,121,115,0.30679,0,0.21863067,0,0.037719179,0,0.330925165,0.988172389,0.325960552,0,1.824067211,0.260127153,0.431394614,0.363343349,0.584968738,0.886246735,0.897006252,0.049090128,0.999152912,NA,0.941053124,NA,0,0.453594738,2.128924295,0.399777234,2.256585413,0.78453623,1.050411501,0.927014055,0.49556701,0.155105979,0.65647541,0.473714669
7,5/1/2017,121,130,0.37458,0,0.291541151,0,0.047213406,0,0.52368068,1.016864781,0.462160566,0,1.868510558,0.279437806,0.636217201,0.610029129,0.333792009,0.881167859,0.992227755,0.059461673,2.094483069,NA,1.648676697,NA,0.093373085,0.596931885,3.734213032,0.48563493,3.260013764,1.125372789,1.336157283,1.496354101,0.527652372,0.320633586,2.489995638,0.770686855
8,5/1/2017,121,145,0.3851,0,0.327491098,0,0.057078481,0,0.817489809,1.420998041,0.539441403,0.052409413,2.390893213,0.411479578,1.253063935,0.649084997,0.670859549,1.319773551,1.382993757,0.070181961,2.350777927,NA,2.31281846,NA,0.269724351,1.204314327,5.684318016,0.782652739,4.237946113,1.553263194,1.840467067,2.081791979,0.873996747,0.430017276,2.595559453,0.838770147
9,5/1/2017,121,200,0.35197,0,0.343779113,0.016119306,0.067275537,0,1.064539913,1.667991602,0.688809929,0.169782591,3.205060178,0.409245203,1.568657574,0.859687653,0.725817758,1.415001319,1.811768738,0.172287676,3.419741763,NA,2.623671175,NA,0.570307713,1.916190367,6.020836322,1.064539913,4.145533113,2.11117493,2.547266833,2.369028285,1.101474656,0.791278077,2.610716987,0.860210374
10,5/1/2017,121,215,0.39193,0,0.454831309,0,0.087477816,0,1.014767432,1.699880408,0.869978752,0.176243608,3.415678507,0.445931884,1.57229922,0.974954578,1.037642104,1.396594487,1.766919513,0.302030054,3.098490625,NA,2.278810348,NA,0.524421635,1.888349736,5.053273304,0.940462452,4.168092816,2.102722856,2.130025949,2.180263752,1.127572328,0.781112332,2.64868302,0.834263324
