"","sectionArea","increment","tree","system"
"1","8607.96387083603","20","1","3"
"2","6094.6897479642","40","1","3"
"3","3581.41562509236","60","1","3"
"4","78.5","1075.21008569111","1","3"
"5","8607.96387083603","20","1","3"
"6","6094.6897479642","40","1","3"
"7","3581.41562509236","60","1","3"
"8","78.5","1075.21008569111","1","3"
"9","8607.96387083603","20","1","3"
"10","6094.6897479642","40","1","3"
"11","3581.41562509236","60","1","3"
"12","78.5","1075.21008569111","1","3"
"13","8607.96387083603","20","1","3"
"14","6094.6897479642","40","1","3"
"15","3581.41562509236","60","1","3"
"16","78.5","1075.21008569111","1","3"
"17","8607.96387083603","20","1","3"
"18","6094.6897479642","40","1","3"
"19","3581.41562509236","60","1","3"
"20","78.5","1075.21008569111","1","3"
"21","8607.96387083603","20","1","3"
"22","6094.6897479642","40","1","3"
"23","3581.41562509236","60","1","3"
"24","78.5","1075.21008569111","1","3"
"25","8607.96387083603","20","1","3"
"26","6094.6897479642","40","1","3"
"27","3581.41562509236","60","1","3"
"28","78.5","1075.21008569111","1","3"
"29","8607.96387083603","20","1","3"
"30","6094.6897479642","40","1","3"
"31","3581.41562509236","60","1","3"
"32","78.5","1075.21008569111","1","3"
"33","8607.96387083603","20","1","3"
"34","6094.6897479642","40","1","3"
"35","3581.41562509236","60","1","3"
"36","78.5","1075.21008569111","1","3"
"37","8607.96387083603","20","1","3"
"38","6094.6897479642","40","1","3"
"39","3581.41562509236","60","1","3"
"40","78.5","1075.21008569111","1","3"
"41","8607.96387083603","20","1","3"
"42","6094.6897479642","40","1","3"
"43","3581.41562509236","60","1","3"
"44","78.5","1075.21008569111","1","3"
"45","8607.96387083603","20","1","3"
"46","6094.6897479642","40","1","3"
"47","3581.41562509236","60","1","3"
"48","78.5","1075.21008569111","1","3"
"49","8607.96387083603","20","1","3"
"50","6094.6897479642","40","1","3"
"51","3581.41562509236","60","1","3"
"52","78.5","1075.21008569111","1","3"
"53","8607.96387083603","20","1","3"
"54","6094.6897479642","40","1","3"
"55","3581.41562509236","60","1","3"
"56","78.5","1075.21008569111","1","3"
"57","8607.96387083603","20","1","3"
"58","6094.6897479642","40","1","3"
"59","3581.41562509236","60","1","3"
"60","78.5","1075.21008569111","1","3"
"61","8607.96387083603","20","1","3"
"62","6094.6897479642","40","1","3"
"63","3581.41562509236","60","1","3"
"64","78.5","1075.21008569111","1","3"
"65","8607.96387083603","20","1","3"
"66","6094.6897479642","40","1","3"
"67","3581.41562509236","60","1","3"
"68","78.5","1075.21008569111","1","3"
"69","8607.96387083603","20","1","3"
"70","6094.6897479642","40","1","3"
"71","3581.41562509236","60","1","3"
"72","78.5","1075.21008569111","1","3"
"73","8607.96387083603","20","1","3"
"74","6094.6897479642","40","1","3"
"75","3581.41562509236","60","1","3"
"76","78.5","1075.21008569111","1","3"
"77","8607.96387083603","20","1","3"
"78","6094.6897479642","40","1","3"
"79","3581.41562509236","60","1","3"
"80","78.5","1075.21008569111","1","3"
"81","8607.96387083603","20","1","3"
"82","6094.6897479642","40","1","3"
"83","3581.41562509236","60","1","3"
"84","78.5","1075.21008569111","1","3"
"85","8607.96387083603","20","1","3"
"86","6094.6897479642","40","1","3"
"87","3581.41562509236","60","1","3"
"88","78.5","1075.21008569111","1","3"
"89","8607.96387083603","20","1","3"
"90","6094.6897479642","40","1","3"
"91","3581.41562509236","60","1","3"
"92","78.5","1075.21008569111","1","3"
"93","8607.96387083603","20","1","3"
"94","6094.6897479642","40","1","3"
"95","3581.41562509236","60","1","3"
"96","78.5","1075.21008569111","1","3"
"97","8607.96387083603","20","1","3"
"98","6094.6897479642","40","1","3"
"99","3581.41562509236","60","1","3"
"100","78.5","1075.21008569111","1","3"
"101","8607.96387083603","20","1","3"
"102","6094.6897479642","40","1","3"
"103","3581.41562509236","60","1","3"
"104","78.5","1075.21008569111","1","3"
"105","8607.96387083603","20","1","3"
"106","6094.6897479642","40","1","3"
"107","3581.41562509236","60","1","3"
"108","78.5","1075.21008569111","1","3"
"109","8607.96387083603","20","1","3"
"110","6094.6897479642","40","1","3"
"111","3581.41562509236","60","1","3"
"112","78.5","1075.21008569111","1","3"
"113","8607.96387083603","20","1","3"
"114","6094.6897479642","40","1","3"
"115","3581.41562509236","60","1","3"
"116","78.5","1075.21008569111","1","3"
"117","8607.96387083603","20","1","3"
"118","6094.6897479642","40","1","3"
"119","3581.41562509236","60","1","3"
"120","78.5","1075.21008569111","1","3"
"121","8607.96387083603","20","1","3"
"122","6094.6897479642","40","1","3"
"123","3581.41562509236","60","1","3"
"124","78.5","1075.21008569111","1","3"
"125","8607.96387083603","20","1","3"
"126","6094.6897479642","40","1","3"
"127","3581.41562509236","60","1","3"
"128","78.5","1075.21008569111","1","3"
"129","8607.96387083603","20","1","3"
"130","6094.6897479642","40","1","3"
"131","3581.41562509236","60","1","3"
"132","78.5","1075.21008569111","1","3"
"133","8607.96387083603","20","1","3"
"134","6094.6897479642","40","1","3"
"135","3581.41562509236","60","1","3"
"136","78.5","1075.21008569111","1","3"
"137","8607.96387083603","20","1","3"
"138","6094.6897479642","40","1","3"
"139","3581.41562509236","60","1","3"
"140","78.5","1075.21008569111","1","3"
"141","8607.96387083603","20","1","3"
"142","6094.6897479642","40","1","3"
"143","3581.41562509236","60","1","3"
"144","78.5","1075.21008569111","1","3"
"145","8607.96387083603","20","1","3"
"146","6094.6897479642","40","1","3"
"147","3581.41562509236","60","1","3"
"148","78.5","1075.21008569111","1","3"
"149","8607.96387083603","20","1","3"
"150","6094.6897479642","40","1","3"
"151","3581.41562509236","60","1","3"
"152","78.5","1075.21008569111","1","3"
"153","8607.96387083603","20","1","3"
"154","6094.6897479642","40","1","3"
"155","3581.41562509236","60","1","3"
"156","78.5","1075.21008569111","1","3"
"157","8607.96387083603","20","1","3"
"158","6094.6897479642","40","1","3"
"159","3581.41562509236","60","1","3"
"160","78.5","1075.21008569111","1","3"
"161","8607.96387083603","20","1","3"
"162","6094.6897479642","40","1","3"
"163","3581.41562509236","60","1","3"
"164","78.5","1075.21008569111","1","3"
"165","8607.96387083603","20","1","3"
"166","6094.6897479642","40","1","3"
"167","3581.41562509236","60","1","3"
"168","78.5","1075.21008569111","1","3"
"169","8607.96387083603","20","1","3"
"170","6094.6897479642","40","1","3"
"171","3581.41562509236","60","1","3"
"172","78.5","1075.21008569111","1","3"
"173","8607.96387083603","20","1","3"
"174","6094.6897479642","40","1","3"
"175","3581.41562509236","60","1","3"
"176","78.5","1075.21008569111","1","3"
"177","8607.96387083603","20","1","3"
"178","6094.6897479642","40","1","3"
"179","3581.41562509236","60","1","3"
"180","78.5","1075.21008569111","1","3"
"181","8607.96387083603","20","1","3"
"182","6094.6897479642","40","1","3"
"183","3581.41562509236","60","1","3"
"184","78.5","1075.21008569111","1","3"
"185","8607.96387083603","20","1","3"
"186","6094.6897479642","40","1","3"
"187","3581.41562509236","60","1","3"
"188","78.5","1075.21008569111","1","3"
"189","8607.96387083603","20","1","3"
"190","6094.6897479642","40","1","3"
"191","3581.41562509236","60","1","3"
"192","78.5","1075.21008569111","1","3"
"193","8607.96387083603","20","1","3"
"194","6094.6897479642","40","1","3"
"195","3581.41562509236","60","1","3"
"196","78.5","1075.21008569111","1","3"
"197","8607.96387083603","20","1","3"
"198","6094.6897479642","40","1","3"
"199","3581.41562509236","60","1","3"
"200","78.5","1075.21008569111","1","3"
"201","8607.96387083603","20","1","3"
"202","6094.6897479642","40","1","3"
"203","3581.41562509236","60","1","3"
"204","78.5","1075.21008569111","1","3"
"205","8607.96387083603","20","1","3"
"206","6094.6897479642","40","1","3"
"207","3581.41562509236","60","1","3"
"208","78.5","1075.21008569111","1","3"
"209","8607.96387083603","20","1","3"
"210","6094.6897479642","40","1","3"
"211","3581.41562509236","60","1","3"
"212","78.5","1075.21008569111","1","3"
"213","8607.96387083603","20","1","3"
"214","6094.6897479642","40","1","3"
"215","3581.41562509236","60","1","3"
"216","78.5","1075.21008569111","1","3"
"217","8607.96387083603","20","1","3"
"218","6094.6897479642","40","1","3"
"219","3581.41562509236","60","1","3"
"220","78.5","1075.21008569111","1","3"
"221","8607.96387083603","20","1","3"
"222","6094.6897479642","40","1","3"
"223","3581.41562509236","60","1","3"
"224","78.5","1075.21008569111","1","3"
"225","8607.96387083603","20","1","3"
"226","6094.6897479642","40","1","3"
"227","3581.41562509236","60","1","3"
"228","78.5","1075.21008569111","1","3"
"229","8607.96387083603","20","1","3"
"230","6094.6897479642","40","1","3"
"231","3581.41562509236","60","1","3"
"232","78.5","1075.21008569111","1","3"
"233","8607.96387083603","20","1","3"
"234","6094.6897479642","40","1","3"
"235","3581.41562509236","60","1","3"
"236","78.5","1075.21008569111","1","3"
"237","8607.96387083603","20","1","3"
"238","6094.6897479642","40","1","3"
"239","3581.41562509236","60","1","3"
"240","78.5","1075.21008569111","1","3"
"241","8607.96387083603","20","1","3"
"242","6094.6897479642","40","1","3"
"243","3581.41562509236","60","1","3"
"244","78.5","1075.21008569111","1","3"
"245","8607.96387083603","20","1","3"
"246","6094.6897479642","40","1","3"
"247","3581.41562509236","60","1","3"
"248","78.5","1075.21008569111","1","3"
"249","8607.96387083603","20","1","3"
"250","6094.6897479642","40","1","3"
"251","3581.41562509236","60","1","3"
"252","78.5","1075.21008569111","1","3"
"253","8607.96387083603","20","1","3"
"254","6094.6897479642","40","1","3"
"255","3581.41562509236","60","1","3"
"256","78.5","1075.21008569111","1","3"
"257","8607.96387083603","20","1","3"
"258","6094.6897479642","40","1","3"
"259","3581.41562509236","60","1","3"
"260","78.5","1075.21008569111","1","3"
"261","8607.96387083603","20","1","3"
"262","6094.6897479642","40","1","3"
"263","3581.41562509236","60","1","3"
"264","78.5","1075.21008569111","1","3"
"265","8607.96387083603","20","1","3"
"266","6094.6897479642","40","1","3"
"267","3581.41562509236","60","1","3"
"268","78.5","1075.21008569111","1","3"
"269","8607.96387083603","20","1","3"
"270","6094.6897479642","40","1","3"
"271","3581.41562509236","60","1","3"
"272","78.5","1075.21008569111","1","3"
"273","8607.96387083603","20","1","3"
"274","6094.6897479642","40","1","3"
"275","3581.41562509236","60","1","3"
"276","78.5","1075.21008569111","1","3"
"277","8607.96387083603","20","1","3"
"278","6094.6897479642","40","1","3"
"279","3581.41562509236","60","1","3"
"280","78.5","1075.21008569111","1","3"
"281","8607.96387083603","20","1","3"
"282","6094.6897479642","40","1","3"
"283","3581.41562509236","60","1","3"
"284","78.5","1075.21008569111","1","3"
"285","8607.96387083603","20","1","3"
"286","6094.6897479642","40","1","3"
"287","3581.41562509236","60","1","3"
"288","78.5","1075.21008569111","1","3"
"289","8607.96387083603","20","1","3"
"290","6094.6897479642","40","1","3"
"291","3581.41562509236","60","1","3"
"292","78.5","1075.21008569111","1","3"
"293","8607.96387083603","20","1","3"
"294","6094.6897479642","40","1","3"
"295","3581.41562509236","60","1","3"
"296","78.5","1075.21008569111","1","3"
"297","8607.96387083603","20","1","3"
"298","6094.6897479642","40","1","3"
"299","3581.41562509236","60","1","3"
"300","78.5","1075.21008569111","1","3"
"301","8607.96387083603","20","1","3"
"302","6094.6897479642","40","1","3"
"303","3581.41562509236","60","1","3"
"304","78.5","1075.21008569111","1","3"
"305","8607.96387083603","20","1","3"
"306","6094.6897479642","40","1","3"
"307","3581.41562509236","60","1","3"
"308","78.5","1075.21008569111","1","3"
"309","8607.96387083603","20","1","3"
"310","6094.6897479642","40","1","3"
"311","3581.41562509236","60","1","3"
