Index,Date,DOY,Time,VPD,PAR,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LBON10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
1,7/1/2017,182,0,4.44E-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7/1/2017,182,15,0,0,0,0,5.13E-05,5.46E-05,0.019109171,0,0,0,0,0.004168363,0.001513096,0,0,8.07E-05,0,0,0,0,0,0,0,0.002881002,0.022076661,0.000248444,0,0.016793555,0.004839147,0.000155418,0,0.009163307,0,0.022639739
3,7/1/2017,182,30,0,0,0,0,0.0001205,0,0.044856221,0,0,0,0,0.026578622,0,0,0,0.000189487,0,0,0,0,0,0,0,0.003051972,0.051819095,0.000584649,0.161591551,0.039418798,0.037109625,0.011102363,0,0.021508998,0,0
4,7/1/2017,182,45,0,0,0.043283146,0,0.000199102,0,0,0,0.026787481,0.139215031,0.217113437,0,0.241850805,0,0,0.000312796,0.005220233,0,0,0,0,0,0,0,0,0.004064135,0,0.064935722,0.040244403,0.02555999,0,0.035432694,0.031083096,0
5,7/1/2017,182,100,0,0,0.126221765,0,0.00028285,0,0,0,0,0.026017149,0.006165484,0,0.283318491,0,0,0.000444782,0,0,0,0,0,0,0.051390875,0,0,0.00137061,0,0,0.003532207,0,0,0.044569426,0.00424198,0
6,7/1/2017,182,115,4.44E-16,0,0,0,0,0,0,0,0,0,0,0,0.002226213,0,0,0,0,0,0,0,0,0,0.027282084,0,0,0,0,0,0,0,0,0,0,0
7,7/1/2017,182,130,-4.44E-16,0,0.047952309,0,0,0,0,0,0,0.00082468,0,0,0.13777199,0,0,0,0,0,0,0,0,0,0.011885934,0,0,0,0,0,0,0,0,0,0,0
8,7/1/2017,182,145,0,0,0.167545036,0,0,0,0,0,0,0.000578743,0,0,0.308883636,0,0.051469617,0.000886582,0,0,0,0,0,0,0.050843729,0,0,0,0,0,0,0,0,0,0,0
9,7/1/2017,182,200,0,0,0.238718921,0.044932981,0,0,0,0,0,0.055494163,0.021919898,0,0.2956523,0,0.179436862,0.001044036,0,0,0,0,0,0,0.137854374,0,0,0.003218856,0,0,0,0,0,0,0,0.004939974
10,7/1/2017,182,215,0,0,0.215262238,0.121377303,0.000768303,0,0,0,0,0.176265177,0.054364209,0,0.255101192,0,0.098232344,0,0,0,0,0,0,0,0.10775563,0,0,0.000706561,0,0,0.002650554,0,0,0,0,0.013663992
11,7/1/2017,182,230,0,0,0.182988294,0.129894519,0,0,0,0,0,0.286240296,0.061912552,0,0.43323235,0,0.324266901,0,0,0,0.032017049,0,0,0,0.079165484,0,0,0.001095347,0,0,0.017998313,0,0,0,0.03900558,0.035822566
12,7/1/2017,182,245,0,0,0.160730438,0.092428227,0,0,0,0,0.040555238,0.308802162,0.22323028,0,0.469770939,0,0.394682513,0,0,0,0.241100285,0.008506049,0,0,0.052416284,0,0,0.00151292,0,0.016640781,0.01580897,0,0,0,0.029878964,0.05420512
13,7/1/2017,182,300,0,0,0.139033466,0.041974339,0,0,0,0,0,0.254213727,0.003288605,0,0.298787973,0,0.253506944,0,0,0,0.177568863,0,0,0,0.028074508,0,0,0.001953545,0,0.039060845,0.013675206,0,0,0,0.011693253,0.066692723
14,7/1/2017,182,315,0,0,0.117959549,0,0,0,0,0,0.003690057,0.223699347,0,0,0.267138208,0,0.205620506,0,0,0,0.118159614,0,0,0,0.007420155,0,0,0.002413971,0,0.017416745,0.011602313,0,0,0,0,0.094553806
15,7/1/2017,182,330,0,0,0.097571742,0.012852764,0,0,0,0,0,0.306469877,0.001400148,0,0.291010246,0,0.360203417,0,0,0,0.164260933,0,0,0,0,0,0,0.002891372,0,0.013835855,0.009596911,0,0,0,0.002449695,0.116141889
16,7/1/2017,182,345,-4.44E-16,0,0.077957047,0,0,0,0,0,0.003690057,0.274741795,0,0,0.155009119,0,0.369321265,0,0,0.068462067,0.131240136,0,0.017835113,0,0,0,0,0.000465934,0,0,0.007667798,0,0,0,0,0
17,7/1/2017,182,400,0,0,0.059233079,0.024602571,0,0,0,0,0.003690057,0.273982451,0,0,0.210957375,0,0.30247874,0,0,0,0.099718836,0.037599702,0.031841734,0,0,0,0,0.003890691,0,0,0.005826053,0,0,0,0.039454627,0
18,7/1/2017,182,415,0,0,0.041569358,0.045949846,0,0,0,0,0.008664108,0.104050763,0,0,0.100541293,0,0.082598152,0,0,0,0.069978779,0.000272569,0.031083096,0,0,0,0,0,0,0,0.004088602,0,0,0,0,0
19,7/1/2017,182,430,0,0,0.0252331,0.061154828,0,0,0,0,0,0.00318815,0,0,0.017189587,0,0.02562306,0,0,0,0.042482423,0,0.025290024,0,0,0,0,0.004941076,0,0,0.002482027,0,0,0,0,0
20,7/1/2017,182,445,0,0,0.010750367,0.029566991,0,0,0,0,0,0,0,0,0.03198573,0,0,0,0,0,0.018098167,0,0.0151283,0,0,0,0,0,0,0,0.001057233,0.005780131,0,0,0,0.008554925
21,7/1/2017,182,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015362933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7/1/2017,182,515,0,1000,0.006741984,0,0.002332279,0.032503235,0.008348784,0.002606076,0.004706344,0.005258369,0,0,0.066635213,0,0.017549558,0.010630794,0.00592837,0.111053238,0.002689071,0,0.003298826,0.00521132,0,0.012363122,0.003129536,0.004451932,0.018060182,0.005596001,1.02E-05,0.022864183,0.004036934,0.003011519,0.004855192,0.051904819
23,7/1/2017,182,530,0,1000,0.015825434,0,0.005474774,0.060939162,0.01959707,0.006117234,0.011047184,0.0260292,0,0.013801611,0.182089447,0.011771864,0.019788637,0.02495482,0.022628587,0.120529184,0.006312278,0.006260585,0,0.037170819,0.040673146,0.029030981,0.00734571,0.019220966,0.178052806,0.025394947,2.41E-05,0.048067218,0.009475881,0.007068928,0.011396574,0
24,7/1/2017,182,545,0,1000,0.026068373,0,0.009018381,0.076165717,0.032283497,0.010076818,0.018197844,0.015803482,0,0.236811562,0.023744751,0.073689417,0.022076077,0.041106022,0.080664143,0.19245604,0.010397985,0.010312831,0,0.046695107,0.029406612,0.036575794,0.012100598,0.017214396,0.433283419,0.021638139,3.96E-05,0.058334387,0.015609462,0.011644528,0,0.032644643
25,7/1/2017,182,600,-4.44E-16,1000,0.037148271,0,0.012850917,0.092000385,0.04600013,0.01435923,0.025929811,0.028972563,0,0.279743563,0,0.157286217,0,0.058572851,0.110926672,0.202950673,0.014816517,0.014695177,0,0.068639116,0.044169824,0.044426158,0.017242559,0.034537774,0.483653055,0.03537524,5.65E-05,0.068950063,0.022242701,0.016592868,0,0.055455965
26,7/1/2017,182,615,0,1000,0.04888997,0,0.02074502,0.097239826,0.154360869,0.071141303,0.034128385,0,0,0.633803031,0,0.169238734,0,0.069935254,0.155914995,0.226807044,0.019500561,0,0,0.060836683,0.067203533,0.052546875,0.022693462,0.042756735,0.740134355,0.040581434,7.44E-05,0.079882546,0.029274114,0.021838243,0,0.080247114
27,7/1/2017,182,630,0,1000,0.061190196,0,0.080451854,0.102528908,0.251361149,0.139665011,0.042717055,0.005286503,0,0.737537699,0,0.173435267,0,0.07441895,0.169585565,0.237623436,0.024405961,0,0,0.083770917,0.084153765,0.060910889,0.028404914,0.051288201,0.868349252,0.050792491,9.26E-05,0.091107705,0.036640034,0.027333766,0,0.06948942
28,7/1/2017,182,645,0,1000,0.073978869,0,0.134287483,0.107869707,0.356487564,0.192026343,0.051640875,0.081051748,0,0.729363826,0,0.177650943,0,0.10888954,0.176709609,0.262179851,0.029508372,0.029264874,0,0.075653772,0.160069283,0.069496665,0.034337725,0.060092034,0.989961137,0.157636767,0.000112855,0.102595158,0.044296292,0.033044346,0,0.110523422
29,7/1/2017,182,700,0,1000,0.087194222,0,0.157543836,0.113264579,0.41826737,0.183714055,0.060868483,0.130346845,0,0.738666469,0.026276475,0.181889816,0.024683087,0.137487839,0.18388797,0.273293757,0.034779392,0.08328345,0,0.067693443,0.206891187,0.084672255,0.040473396,0.069149063,1.125739323,0.323889684,0.000132698,0.114329553,0.052210212,0.03894708,0.062792843,0.146517898
30,7/1/2017,182,715,0,1000,0.100797599,0,0.205420708,0.118704113,0.516018106,0.214492157,0.103285407,0.135608636,0,0.818583033,0.030377532,0.186142951,0.0467859,0.15893888,0.191119312,0.284493145,0.050812985,0.175351086,0,0.059905261,0.209254272,0.127604849,0.052894269,0.078431109,1.231345747,0.389349812,0.000153116,0.226196615,0.060356523,0.063038177,0.072588526,0.142465912
31,7/1/2017,182,730,0,1000,0.14064021,0,0.32695816,0.12419084,0.538590112,0.262612138,0.113733255,0.262547054,0,1.04818077,0.152486354,0.190418778,0.118391769,0.180952969,0.219264184,0.295775896,0.067884545,0.221549476,0,0.052302926,0.211622375,0.258262855,0.237500253,0.08792814,1.596334549,0.427061348,0.000174058,0.434458321,0.068715021,0.319003035,0.082643057,0.306484234
32,7/1/2017,182,745,4.44E-16,1000,0.220509747,0,0.340964663,0.177815125,0.825839755,0.436861061,0.299507338,0.395159308,0,1.602598833,0.141720194,0.331192217,0.031938761,0.312573359,0.391623566,0.307140009,0.190274353,0.363323585,0,0.044902942,0.213995462,0.502436786,0.469459856,0.199355513,2.159603786,0.745332794,0.00019669,0.592000381,0.07726914,0.460765284,0.148620774,0.419129994
33,7/1/2017,182,800,0,1000,0.445161816,0,0.348347114,0.241383966,1.055841312,0.67662952,0.620774563,0.555075015,0,1.909509743,0.297469187,0.514646372,0.150205794,0.747821414,0.53051547,0.318583589,0.316097977,0.470860035,0,0,0.21637798,0.533593882,0.488976255,0.309362978,2.693226008,1.077976404,0.000218592,0.936034627,0.099683948,0.470393222,0.236793323,0.434253947
34,7/1/2017,182,815,4.44E-16,1000,0.485947996,0,0.576497784,0.315380913,1.456564796,0.798488915,0.647707929,0.753256524,0,2.386812652,0.421161012,0.692042601,0.30769068,0.834783109,0.651013813,0.330104841,0.387563608,0.824226112,0.001564309,0,0.218760939,0.546474155,0.728969659,0.386298689,3.558275673,1.513062022,0.043114165,1.171177036,0.272792668,0.651620234,0.36644384,0.449528831
35,7/1/2017,182,830,0,1000,0.728857047,0,0.675796741,0.301242769,1.659314383,1.000288066,0.662443254,1.16545587,0,2.547551665,0.831780744,0.901633286,0.419434529,1.357196212,0.859048853,0.341702059,0.495409896,1.37499756,0.262979455,0,0.230426178,0.559411655,1.156484882,0.527069505,4.562839468,1.875701917,0.336410216,1.406269951,0.501124391,1.002977552,0.590971697,0.464901752
36,7/1/2017,182,845,0,1000,0.749122903,0,0.607906046,0.195389778,1.710116612,1.10981586,0.70220488,1.173269957,0.032500094,2.570571559,1.116460711,1.192446448,0.727562243,1.468692348,0.943948426,0.367973649,0.846581158,2.020668511,0.534443686,0.106011902,0.232837309,0.581782667,1.992207509,0.657690259,5.158339206,1.979974976,0.36272582,1.673583695,0.552187447,1.014228245,1.003336252,0.490700804
37,7/1/2017,182,900,0,1000,0.959694789,0,0.684912216,0.23358294,2.247539974,1.290692376,1.324243803,1.52236639,0.264803514,2.616870515,1.5506678,1.341395444,1.264105738,1.896161653,1.118229859,0.379811388,0.93320288,2.225928232,0.693715787,0.174269992,0.225943491,0.594871642,2.324782073,0.755976845,5.707671799,2.463433297,0.556573384,1.809765034,0.564827916,1.025442376,1.019922372,0.839174828
38,7/1/2017,182,915,0,1000,1.750844251,0,0.763864794,0.377515859,2.818824777,1.622204305,1.681418518,1.902563847,0.891564973,3.080918079,2.588629695,1.927604765,2.15008089,2.676757612,1.411813513,0.406609363,1.561703841,3.14005964,1.256430693,0.321212854,0.219088922,0.675241662,3.069631359,0.866720327,7.611448781,3.229536797,1.0317492,2.387797495,0.67751803,1.384835383,1.665098252,1.299033688
39,7/1/2017,182,930,0,1000,5.90206314,1.032891209,1.393287341,0.733307699,6.098334612,3.925770991,5.744809725,5.066556474,5.95513042,4.587477848,7.873744993,5.820634268,7.380386655,8.464764321,4.476327174,1.435818778,4.689392957,10.53309821,6.223306011,3.257776466,0.240103321,1.343100253,10.23647858,2.009561074,16.33855411,6.116710033,4.628384605,4.569831057,1.947627415,3.432991255,6.042014662,4.190988179
40,7/1/2017,182,945,0,1000,15.29836793,5.579861775,3.193243597,2.038614492,13.11056437,10.86400336,13.89049472,11.54377612,16.06448032,7.298747925,18.8514235,15.0823416,17.49349164,23.10809295,13.15996945,4.72159212,12.31053147,25.76350778,12.81776275,11.00064808,0.67712928,2.843520114,24.45841626,5.291483459,26.63022961,13.09119935,13.8689611,10.23555414,5.492381209,8.301814365,14.05513941,9.121498194
41,7/1/2017,182,1000,0.17847,1000,22.15434744,11.20433247,5.598924301,4.004846351,19.77512586,16.84766252,19.97301034,16.07554728,21.71811527,10.85465587,26.42685136,21.81503329,22.17785829,31.93085306,19.53690187,10.06296082,19.0018545,32.62119347,16.37994199,14.94327677,2.331503558,7.102306502,30.37820734,9.697474094,35.10542123,21.72450298,19.920624,17.43115592,9.531193692,12.75318595,20.91716408,14.78068068
42,7/1/2017,182,1015,0.4797,1000,32.90523789,20.08625283,9.311845161,6.701212852,28.68320694,26.80731758,25.85587702,24.67304523,29.4218872,17.40153557,37.09388793,32.66601185,27.43886114,44.15621051,29.60118219,18.03787079,28.58341417,44.30950346,21.58192833,20.27210383,4.836098653,11.78345864,39.04075997,14.861937,45.66054853,27.40549483,25.4659311,24.15179545,14.48115734,18.1201567,28.17930821,22.43892788
43,7/1/2017,182,1030,0.58973,1000,41.07920631,29.00545399,13.33073239,9.766152742,37.25874815,37.32473063,31.77299393,31.53990643,33.20242412,25.54273375,42.55753307,38.98491097,30.80393276,52.61676225,36.92328466,26.24692969,34.62606872,56.2978258,25.58773829,25.23578413,8.616668083,17.59167818,47.00437067,20.15236636,53.28118266,34.57727227,31.7284082,32.83504632,20.07261543,24.4932559,33.93946768,29.6372914
44,7/1/2017,182,1045,0.61301,1000,46.01083096,35.22778364,16.45772347,12.21107799,42.35470886,42.64934655,34.64930966,34.34508565,34.75044179,28.53522308,45.8980979,43.30882995,31.87821704,56.36911886,40.42986157,32.12781017,35.90044403,61.74399449,26.51081995,27.42440147,13.54476431,23.54831181,51.39899249,23.5256155,55.57820971,38.94214315,34.16186615,37.61838177,23.75384569,28.92679489,36.77750668,33.13672357
45,7/1/2017,182,1100,0.83872,1000,51.45656191,41.20882748,18.69914718,13.94043764,52.20606143,51.5341746,39.08354808,39.97695756,36.16501968,36.90799641,49.25763728,50.28629463,33.36389743,65.01865212,47.69566585,38.93976742,38.58015895,73.45903843,30.44851715,30.76756086,19.09637731,29.88689577,56.95537967,27.2354453,65.40990764,45.66789195,37.14215421,42.7049359,28.856036,33.23701317,41.62340723,38.88394557
46,7/1/2017,182,1115,0.8613,1000,55.00478593,45.09821448,20.3982868,15.48498949,56.87502021,57.96870216,41.98333783,42.90928285,41.34092773,39.31546962,52.50869068,53.88529139,35.63039255,71.87927042,53.871404,45.79276397,44.86144917,74.94445926,31.43489407,32.64992187,25.49116147,35.64324346,62.60252338,30.69597724,72.16990067,51.76087905,40.83217875,47.53160476,33.05837593,37.13038086,45.21301983,44.84193258
47,7/1/2017,182,1130,0.80888,1000,55.07323357,44.17202183,18.92505478,15.04258413,53.87897886,56.59966388,42.93952722,42.52130113,42.07491778,36.623617,53.26480506,54.27693886,35.37355722,70.02474375,51.3264222,43.74791781,43.7637016,70.07779314,29.81457176,32.43859205,25.42535296,35.30823669,63.23161203,30.18444665,68.46451495,49.53337809,43.2470364,46.54087829,32.203447,36.26462244,44.64197951,44.14891333
