"Date","DOY","Interval","VPD","LAON1","LAOS1","LAIN1","LAIS1","LAON2","LAOS2","LAON3","LAON4","LAOS4","LAON5","LAON6","LAOS6","LAON7","LAON8","LAOS8","LAON9","LB0N10","LBOS10","LBIN10","LBIS10","LBON11","LBOS11","LBON12","LBOS12","LBON13","LBON14","LBOS14","LBON15","LBON16","LBOS16","LBON17","LBOS17"
2017-06-01,152,"Daytime",73.20876,2739.95461789037,2271.62340558769,1208.4660871759,841.4823313811,2919.27387606199,2948.90828531876,3094.81423333383,1894.76892691519,2450.59528235678,1723.80971581256,2227.97866414748,2591.53413207352,1690.67758455629,3096.28807032419,2576.6863621179,2611.47108029865,2921.23614633862,NA,1103.91083377184,NA,1152.02732120157,1698.50802963829,2954.77941246621,1424.7550219808,3660.13693451905,3184.07335432157,1667.646967448,2885.03075423454,1962.28592039745,1994.57416110604,NA,2458.35020238827
2017-06-02,153,"Daytime",89.0978157,3099.73520240676,2555.35802403338,1376.29426198022,942.751187199541,3261.17292895347,3154.29578073998,3383.2070450395,2159.98049023358,2093.72092045583,2310.44704998949,2602.23550258457,2817.83009132291,1889.0157743058,3496.36488697363,2848.81361947027,2879.81488114221,3410.05463481414,NA,1140.58472461589,NA,1266.30302602007,1856.16873867554,3360.67150223536,1613.60585889359,4356.67239061684,3507.52658756567,1865.40977915884,3439.55407720214,2284.41592542757,2275.13397429483,NA,2617.72092845262
2017-06-03,154,"Daytime",91.49276,3267.68746731529,639.43826865538,1544.17954230993,1034.53306023495,3681.59413662239,3428.50446236086,3687.211678489,2294.54954413042,2776.86619988586,2758.27372269464,2720.85191445388,3025.46726541651,1866.24965871514,3748.61189804243,3047.93870088342,3138.09721101836,3609.91181216531,NA,1080.33709590183,NA,1355.1890417852,1992.64416046124,3590.81835974975,1695.37428372946,5052.12481797928,3953.40434586923,1905.28204015525,3864.91273945723,2492.32572460849,2497.27295518124,NA,2909.19873158263
2017-06-04,155,"Daytime",45.978394,2393.75663614499,883.095995244869,1062.19833517787,689.351797913716,2644.98722041612,2460.03103097652,2750.39876266363,1659.21068304243,1747.92999527389,1929.84540640145,1958.02677156459,2162.72852158821,1557.65561958063,2735.74031439449,2282.92096127985,2285.42578849799,2563.79300153967,NA,831.778890481525,NA,1088.69655628269,1431.97603579819,2524.5047569853,1229.16101431763,3282.7616799971,2676.28287024322,1412.60069263433,2662.68304530991,1677.15754627728,1706.81045947565,NA,2042.68767148264
2017-06-05,156,"Daytime",9.191109,651.907597739719,406.001372543301,206.73376881618,168.655703844819,521.263645288784,567.704184726871,730.6814817746,415.374938106975,789.102364676493,280.714471042662,654.772756216634,556.416544482943,601.851735562627,737.414546338461,660.602683686821,496.828913343236,609.375874682306,NA,306.201889547778,NA,195.130124811505,282.853785366967,676.277669110766,303.299597683894,622.591671713796,528.528337273602,483.438164003753,523.805469172714,355.67915321685,363.229792242928,NA,508.267552595195
2017-06-06,157,"Daytime",68.86256,2632.96850992295,1334.99865385692,1018.24206919226,652.509543362782,2546.30476494594,2549.29933616366,2797.63428249022,1811.49507674078,2189.3179797106,1745.50190772834,2465.47711104247,2212.56708217719,1578.47167212844,2944.33294098801,2410.87785428085,2208.1933907701,2854.11326652284,NA,1093.41191791407,NA,1008.82091131321,1517.70552412442,2951.70774954866,1308.64927176644,3207.37826972541,2648.26547382648,1802.21409447626,2605.97151230682,1856.83522590215,1874.59023598751,NA,2888.44079757839
2017-06-07,158,"Daytime",58.266809,2546.13839019572,1868.94695614995,943.546122685765,614.847036928958,2350.31008608676,2315.02689012496,2778.17713563987,1765.11396500839,4258.19463720623,1691.37699646981,2486.45463025219,2244.13036403056,1895.24332883388,2997.54379804209,2351.54564764796,1868.78769193239,2690.01159460521,NA,1200.25945000238,NA,983.756165677453,1426.27967523989,2831.55017824428,1323.95246679301,3005.12979717152,2423.12358795309,1869.48254844185,2522.32632547186,1653.73695004262,1707.46459229748,NA,2611.01867746924
2017-06-08,159,"Daytime",37.127984,2097.7200610224,1073.80539061779,745.464182275112,505.689754898232,1774.2985982309,1792.00026428499,2198.07080440714,1406.29363986623,2846.10488702112,1156.82171641034,2081.62564421284,1806.64735057272,1629.58818238379,2371.34110287228,1847.53906854964,1249.52985638285,1981.93181295835,NA,845.425863420017,NA,622.810308483575,946.351181866019,2248.51487621862,1008.6230058223,2398.22726674459,1875.64387952505,1438.53223768848,1954.2332501871,1195.00702724765,1259.97464053537,NA,1439.21010241335
2017-06-09,160,"Daytime",67.60347,3343.25821886029,2646.47775070149,1378.52503674941,929.618046621725,3418.61193249821,3307.11225691208,3759.57804239169,2404.37030361567,2329.40644562371,2535.69343314901,2810.78937747327,2756.42476043854,2088.46390630054,3569.98459448604,2812.46519323253,2080.35411190642,3584.91103761914,NA,1414.37887185723,NA,1421.1744219973,2043.70021794281,3737.7801104229,1827.89005865514,4311.77608281485,3471.88500033205,2051.31247981367,3429.32667809188,2198.2296803609,2247.03282743413,NA,NA
2017-06-10,161,"Daytime",80.16586,3363.12228838123,2696.91638012575,1420.6597964346,819.37325133162,4041.72918719626,3766.87156408547,4251.39768275692,2478.07432642682,1930.61883551821,2731.43495254419,2731.61862007322,3022.62066787102,1967.71695835752,3942.95602438648,3146.01929741932,2434.56410327127,3716.67868021224,4401.47501501436,1185.81082139248,1399.16982146149,1502.31754669729,2323.35229408515,4287.30664354598,1790.13805954667,5229.62160898736,4217.53049961874,2019.32923311383,4213.8642680886,2598.17950247115,2596.94687943951,NA,3092.37750704176
2017-06-11,162,"Daytime",72.9123,3151.12492079074,2621.33652924009,1284.90121036374,770.942645760129,3610.99935136327,3420.90209984944,4019.65102233596,2349.97866518113,2929.67469116566,2228.26707927718,2625.08938079262,2776.39431070772,2036.32005536154,3684.77668540848,2951.1504966382,2061.84631065444,3547.76316717264,4131.0437232377,1227.93427260375,1422.49195217907,1360.24519072516,2128.11583942125,3975.11030709791,1712.7243289042,4631.4436997322,3844.59135581176,1931.250972771,3816.74777563609,2366.24913941507,2414.55030336688,NA,2805.67148280771
2017-06-12,163,"Daytime",53.01736,2750.58492102888,2159.70303859044,1058.87639199787,671.222160012319,2901.81546936917,2826.33710804299,3294.75716862221,2010.0040206673,2494.90939373248,1759.11197017039,2389.93976966682,2365.88499501815,1980.86806178855,3151.17120923477,2510.7520585922,1747.20977287698,2893.3175009436,3407.56717283149,1197.12087979146,1283.19484079318,1098.6249534465,1642.21283158243,3217.58180587076,1435.93781902103,3456.00857944047,2987.28463547995,1736.51085650929,2905.45352961325,1828.38000745111,1916.94563556927,NA,2280.52894293331
