Index,Date,DOY,Time,VPD,PAR,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LB0N10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
1,6/1/2017,152,645,0,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0
2,6/1/2017,152,700,-2.22E-16,147.6,0.044010173,0.09311661,0.048019896,0.189513179,0.07602938,0.021206496,0.00075898,0,0.220793218,0.312482096,0.037673963,0.127653573,0,0.128275097,0.000884984,0.186997529,0.233514724,NA,0,NA,0,0.000746583,0.002700686,0.05446801,0.177499748,0.053376513,0,0.063568566,0.02941586,0.001209476,NA,0.000421037
3,6/1/2017,152,715,0,231.6,0.199986997,0.100269586,0.170339633,0.236515221,0.48605236,0.215365253,0.031622845,0.013307934,0.391388063,0.783508766,0.046869997,0.333898998,0,0.30247874,0.040525772,0.564291216,0.246629534,NA,0,NA,0,0.16578631,0.006339542,0.128140995,0.708920437,0.363200065,0,0.346837885,0.039044589,0.070803074,NA,0.069514779
4,6/1/2017,152,730,0,304.2,0.398570276,0.257822655,0.345545239,0.236761407,0.836747291,0.368345142,0.373369646,0.039236491,0.172386476,1.298845427,0.04976296,0.453800789,0,0.365617549,0.317754646,0.666648909,0.259871939,NA,0,NA,0,0.324218535,0.010442895,0.133660582,1.272914727,0.740755547,0,0.675685718,0.107110929,0.362631973,NA,0.301462216
5,6/1/2017,152,745,0,385.9,0.715255188,0.577845108,0.624655888,0.524262842,1.455474884,0.700583756,0.49357758,0.164703786,0.758812466,1.929564727,0.052691284,0.801926954,0,0.770573061,0.374775611,1.232899118,0.273246919,NA,0,NA,0,0.491903435,0.073187962,0.174016053,2.355478369,1.291193824,0,1.147526934,0.429201465,0.463866985,NA,0.398173136
6,6/1/2017,152,800,0,471.5,1.065567714,0.660784503,1.034334087,0.602848926,2.285297401,1.081552672,0.965152243,0.362157868,0.905091829,2.729898086,0.055647006,1.230351783,0,1.097886101,0.731335264,1.545998145,0.286741201,NA,0,NA,0,0.774671637,0.361925797,0.390160867,3.626176517,2.239543929,0,1.818718131,0.566545999,0.845075759,NA,0.636162314
7,6/1/2017,152,815,0,538.8,1.415702817,1.019922372,1.509575647,0.952881153,3.02037127,1.517583642,1.314111115,0.523945284,0.406064416,3.822619582,0.010596422,1.521655263,0,1.549565004,0.928310121,2.124449929,0.332912026,NA,0,NA,0,0.932082425,0.453903821,0.544181307,5.14671744,3.376447215,0,2.684090539,0.960880698,1.135888961,NA,0.952999573
8,6/1/2017,152,830,0,627.3,1.684251276,1.280796283,2.245592619,1.308453255,4.530212212,2.28829796,2.342714114,1.267353107,0.923834244,5.696489554,0.035541266,2.032947717,0,2.268215313,1.449002684,3.323148914,0.863231707,NA,0.008239391,NA,0,1.313608009,0.886830864,0.614879304,8.083710485,5.277519992,0,4.30165153,1.548397499,1.739104221,NA,1.307573556
9,6/1/2017,152,845,0,727.1,1.652155514,1.795817462,3.738650904,1.742352802,5.715957595,3.251811746,4.75223155,1.615794933,1.963619162,7.116983051,0.241736368,2.74909959,0,2.884938561,2.108219417,3.742553987,1.639756226,NA,0.869513122,NA,0,1.68866689,1.42712726,0.949862374,10.53588651,6.199821909,0,6.283649516,2.077816134,2.332414039,NA,1.874827924
10,6/1/2017,152,900,0,841,2.036019698,2.122660678,4.465960304,2.059874091,6.9846693,4.154429352,9.769818156,2.398847026,4.090363156,8.443360022,1.247518724,4.097212882,1.063210094,5.23257379,4.008412459,4.353405186,4.028036691,NA,3.031476686,NA,0,1.944039427,3.046786718,1.323991882,16.63779398,7.94244288,0,8.292927162,2.904777478,3.23087695,NA,3.278893098
11,6/1/2017,152,915,0,949,4.031529049,2.81701054,5.241459417,2.579347848,12.92778003,7.047966601,20.28786866,5.33963273,10.3827358,11.75498957,5.050763196,7.694606068,4.851844264,13.11637492,9.308212627,6.811864196,9.245593336,NA,4.981625319,NA,0,3.443010027,9.088941571,2.223429085,31.60385916,12.16809223,1.14397193,10.8892491,5.854495539,5.661809426,NA,5.592073591
12,6/1/2017,152,930,0,1014,9.208422398,4.982675198,6.787721119,3.712879182,19.87978059,11.96310996,34.63304069,9.390918463,18.79753056,15.96996655,11.16485503,13.17159924,13.12799747,24.18546644,16.30323855,8.536185282,17.57223724,NA,7.066933538,NA,0.454985925,6.793284586,15.77022528,4.191379089,43.44216649,18.41386923,5.686056508,15.42406629,9.157697808,9.247407271,NA,9.94697988
13,6/1/2017,152,945,0.20055,1064,19.12651844,10.83129378,9.599650442,5.870065763,31.18062649,20.39618255,48.71569655,15.79830104,29.27319407,21.1626822,20.90765052,22.69305471,23.21692337,39.36902651,27.83984927,13.61202394,33.49202703,NA,12.45807625,NA,2.012694524,10.69691251,28.23745074,8.344497778,59.16133431,29.58989975,14.27129365,26.14107165,14.41508194,14.85103191,NA,20.70066811
14,6/1/2017,152,1000,0.42532,1129,37.33887258,24.42902756,15.19376708,10.07862833,44.97003927,35.46807876,61.88131313,27.73504158,43.27974857,31.80958587,32.5890233,36.7716308,34.98779571,56.56271385,43.96777277,25.49993834,52.59413917,NA,21.73621468,NA,7.565129632,20.00864779,48.19961115,18.86386444,76.54194112,46.31988681,26.7154257,46.47701604,25.0366414,25.39136441,NA,35.7823225
15,6/1/2017,152,1015,0.68746,1192,52.5049215,39.98292631,21.99523828,14.65895331,58.11465029,49.51722314,69.91336458,37.89119036,56.51430343,45.06891125,41.4322433,47.17917175,41.68596206,65.92614624,52.02539418,40.00083356,62.14834119,NA,26.65235356,NA,17.07532051,31.71812085,57.54277509,29.86542114,87.53614044,62.06017215,33.80986131,64.38364071,35.51944362,35.45407258,NA,45.615269
16,6/1/2017,152,1030,0.94793,1236,64.60432476,52.09689424,27.37435981,18.76955912,77.97381621,68.04746169,74.07505171,45.05914431,65.23712515,49.05288218,51.20884917,58.35676848,45.73766548,75.14598187,58.67090611,51.02758584,70.33120783,NA,28.71012852,NA,26.32637585,40.29233574,61.366017,35.27325287,94.52614123,69.2616704,39.32856004,68.99443713,41.21242916,40.56508122,NA,49.60049381
17,6/1/2017,152,1045,1.2871,1304,70.08442484,59.02131729,30.60852869,21.76390161,86.23530613,85.74327241,75.28576377,46.46964838,71.84329025,51.64186724,58.73633778,65.18870909,48.18106617,79.60893009,63.30187271,59.65638716,78.45446892,NA,30.35553326,NA,31.91483168,44.46046041,66.04942215,37.5629206,102.3673904,73.62098311,45.05914431,70.42014264,44.92976978,45.38655296,NA,55.23934879
18,6/1/2017,152,1100,1.4887,1352,71.02598939,63.05602445,31.87478482,22.96815569,82.48623884,89.62752813,77.74519343,50.6180016,82.98977804,58.95839416,59.2371493,67.74025767,49.34206773,83.05549943,68.76440168,65.20310235,85.9320296,NA,30.22295363,NA,34.62142088,47.40092534,68.74325623,37.95974579,109.8986296,77.91833994,39.87312814,70.01943922,48.06858866,49.36317958,NA,61.47211737
19,6/1/2017,152,1115,1.6785,1428,71.06322221,66.1110763,33.03994625,23.16842272,81.35674959,86.91288586,81.37311787,53.62028474,99.16135091,67.55711439,57.51210043,68.86750319,52.35545145,84.72918161,72.12589205,72.30862743,91.73787982,NA,29.14039129,NA,37.60422001,51.56046775,71.05391367,38.39644335,120.1436415,83.85451823,40.14772968,73.96249033,52.05424286,52.64441516,NA,64.05353278
20,6/1/2017,152,1130,1.6412,1459,77.31264383,68.51601983,34.58191899,23.25897265,81.66921746,85.52292474,86.01334317,55.8831351,101.2506333,63.09373553,58.8479881,71.22815442,55.04661315,90.0124375,73.40150397,79.59127061,91.50635061,NA,29.89819936,NA,40.94486538,56.71054113,73.85263997,40.146535,123.0706364,87.62880159,47.68949622,76.93183548,55.12648166,55.72428072,NA,69.47082942
21,6/1/2017,152,1145,1.9768,1490,82.37548277,70.28608481,35.83377241,23.26005103,82.52589903,86.52774393,89.8762248,57.28341553,94.81663455,62.29231461,60.45265616,70.98211255,55.0694305,92.74337049,75.40138946,84.55741014,90.82634748,NA,29.92193952,NA,42.13398259,59.2564272,76.42733711,40.01396649,125.3299727,91.7574114,53.89539172,78.81905035,56.09168059,57.1914788,NA,72.88674735
22,6/1/2017,152,1200,1.9797,1507,85.03440883,72.09522235,36.01863853,23.28269906,82.96376602,87.47115031,90.39626474,58.21326823,97.82953824,61.64169049,62.91432063,74.28820221,55.09224964,95.19859958,75.18092277,85.43481548,84.78966073,NA,30.56652462,NA,44.3228909,59.87651564,78.24318425,42.53579321,121.5981321,93.21470109,61.68053636,78.18361048,56.43278767,57.15700967,NA,76.07429008
23,6/1/2017,152,1215,2.2086,1536,88.22392981,74.43304918,36.03853982,24.392029,85.0041519,88.35135764,91.22475848,59.7065785,88.94185308,63.72634956,63.37865573,75.3126505,55.11507054,96.73496672,79.04826171,92.27667881,84.71681188,NA,30.96656813,NA,46.64161757,57.13786183,80.29005856,43.86814435,117.7779991,94.971071,58.31448027,78.26349544,57.04086467,57.17360543,NA,79.68501012
24,6/1/2017,152,1230,2.3081,1560,90.57994254,75.00087535,36.30799498,24.71448617,85.57800168,88.51623392,90.62865671,60.46168672,82.23331842,62.3429147,65.73607141,77.39506365,55.13789322,96.51379501,78.75803881,92.43731619,84.78553689,NA,31.4965238,NA,46.74977345,57.24765906,81.58323228,43.23371054,115.5202912,96.19277229,55.32053843,78.14705807,56.64171598,57.98022187,NA,81.47134052
