"Date","DOY","Interval","VPD","LAON1","LAOS1","LAIN1","LAIS1","LAON2","LAOS2","LAON3","LAON4","LAOS4","LAON5","LAON6","LAOS6","LAON7","LAON8","LAOS8","LAON9","LBON10","LBOS10","LBIN10","LBIS10","LBON11","LBOS11","LBON12","LBOS12","LBON13","LBON14","LBOS14","LBON15","LBON16","LBOS16","LBON17","LBOS17"
2017-05-01,121,"24hr",23.578533,659.381361866824,341.680536677084,289.97080610801,161.354052753811,560.877258410226,631.628754526164,435.137922779702,425.884059727885,1645.66851872532,300.934842348446,644.461888359319,571.372512386017,526.951318147716,737.864840885099,749.95845911365,481.087027816147,704.495715810584,NA,355.325168737429,NA,183.213149768382,393.295687096189,980.414524189173,325.317993575123,777.134778580822,534.873561004945,454.718949536221,662.011921566157,348.362905019942,175.018873905923,NA,364.009428123898
2017-05-02,122,"24hr",100.6368187,2721.51201823988,2248.08668635234,1341.60307797562,859.506740672918,3120.01165826027,2793.48676355983,NA,1826.61069727448,3599.20730393897,2078.01173319123,2206.01915385167,2408.8933866547,1362.67488176771,2860.58500980399,2781.08550663154,2637.58203593925,2681.97841167192,NA,1137.2430723943,NA,973.700995577301,2058.99101481773,3325.76035296878,1261.10628521767,3391.63826884924,2748.0039189042,1627.39670770466,2917.74129368,1607.65902455594,1572.04945300865,NA,2055.73548084805
2017-05-03,123,"24hr",87.5038971,2678.52083924914,2267.53036117515,1417.50600355837,942.524245829036,3954.0186422303,2900.57488245677,NA,1941.93829366939,3378.85327496544,2495.49540739179,2002.98611471593,2440.81114281983,1135.70469808843,2919.0808618524,2677.04652594941,2761.19719268346,2714.73987084657,NA,969.895764456327,NA,1171.04961556498,2234.43297324928,3290.8924678626,1249.82480531544,3735.09158739701,3175.26573368125,1389.38882074087,3016.2532057387,1623.21669753093,1839.76208272449,NA,2237.77943042662
2017-05-04,124,"24hr",43.4812451,1248.60626807932,1028.53681801003,590.027398287853,406.042751922491,1593.89859924298,1336.69862701084,1157.532625006,850.967776087656,1770.02676727381,1043.94657945505,1178.98669155174,1331.10462930995,944.324455483015,1729.89589836476,1567.75604947392,1054.1148164422,1309.60177453157,NA,672.922326452235,NA,429.086176599985,904.239607216083,1787.89114317973,636.789166681426,1710.9799468512,1369.84831491173,887.961795988261,1483.46610071094,705.368235231731,871.328543851934,NA,893.936244760096
2017-05-05,125,"24hr",48.0123164,1596.06209553991,1507.92134662385,569.713107596181,505.835187114835,1499.2881268516,1542.2035080532,NA,1231.51728215432,2745.05749861078,938.870942192642,1595.72888828872,1515.80112292342,1065.71803612348,1872.17466219434,1657.58711540298,1260.50280043715,1709.19274733616,NA,1044.07956562367,NA,566.172961515838,1055.17129925523,1981.97719099539,830.636939211396,1490.87957718302,1486.39415652188,1305.59515579125,1470.90389996934,925.422679494437,1071.78870579612,NA,1130.37302493048
2017-05-06,126,"24hr",52.35363,1773.34478902656,1565.47305311464,682.990877503985,519.293414314883,1552.42521075772,1732.03061694654,NA,1226.20745421515,3116.44357486101,1135.10095824563,2023.61355084909,1804.40465196348,1445.28368323085,2169.56661636684,1937.51216391689,1453.65388789824,1500.56987435497,NA,1047.56626329455,NA,614.296469159502,1253.78094599654,2254.89189477231,901.073431458346,1937.71599340725,1481.12928373529,1373.37502129973,1612.24665681189,890.218976540783,1063.95308804275,NA,1163.49804846459
2017-05-07,127,"24hr",68.95323,2551.5128315197,2277.90053679,1219.94799993844,842.571672118397,2836.20793430602,2421.64961301461,NA,1848.37769971755,3045.58701951723,2049.15869843352,2302.74374589601,2337.05508871321,1487.36017801659,2729.71886919809,2579.63136591517,2520.74359377269,2262.63714357521,NA,1039.63893525937,NA,1017.233951997,1931.19797325279,2975.38308038749,1306.01784568659,3071.63448445264,2554.49683792475,1528.88813914194,2453.70039849754,1428.23371198919,1667.52353932495,NA,1957.56605801094
2017-05-08,128,"24hr",80.8898605,2519.76413010684,2333.21596653892,1337.80187759257,909.662605243169,3324.07408509136,2545.48963278608,NA,1886.08429649476,3092.12562951973,2447.85319042633,2247.41907589203,2390.77365066587,1412.92819325688,2812.70089447957,2669.87296081838,2675.68396634068,2454.30724691124,NA,1127.09243364336,NA,1057.76420085047,2101.81307266431,3176.25197402254,1253.98516707343,3407.62995460137,2841.98498696032,1456.19781022407,2661.77292777501,1552.21258144092,1788.46248744046,NA,2117.14090799597
2017-05-09,129,"24hr",5.114909,176.653295535724,153.413921156131,207.12308431672,137.799865354506,469.501465775611,298.152672036587,NA,202.434251087852,422.632500081697,351.026727738176,238.904368610878,250.491315917601,179.748317221344,382.662581364593,378.503370334111,305.127947315443,116.981199584079,NA,137.03996883274,NA,12.2134843435717,219.164342123721,364.558998416888,64.8237894156343,352.355846335863,305.341537815011,78.3114794691252,303.52465312805,144.529725172671,119.533184298123,NA,159.663589661605
2017-05-10,130,"24hr",50.299337,2150.72752009929,1770.77983042395,997.833843673687,651.077627805778,3213.84966496403,2547.02745538072,NA,1707.47819958419,2402.72901918206,1450.85448994164,1762.13038194721,1942.69451367849,859.231408112132,2204.70541758335,2194.04027043308,2323.08554736515,2077.74662396208,NA,1119.66240640032,NA,1047.13786599069,1578.89408530846,2821.69938930968,974.906433669545,2656.06113874827,2363.71922925815,1265.83305638363,2208.4000017634,1323.78125047233,1397.69818782689,NA,1817.26341530926
